age,birthday,zip,city
45,4/8/1981,71094,Muhiwut
65,9/1/1981,12146,Igadotu
23,11/5/1957,14170,Rerferu
29,4/18/1979,12342,Fudwonber
19,7/19/1953,02347,Tatekse
25,5/16/1954,00725,Jukugad
50,12/6/1959,43368,Rawsuwteh
52,3/6/1981,88611,Dolamob
29,7/5/1956,86869,Mempimlag
52,1/5/1954,19750,Ofvepzif
52,8/31/1990,66506,Uvibura
19,7/18/1978,18689,Moutiur
22,1/18/1996,59755,Dahufap
30,8/3/1999,51350,Opiruni
29,5/29/1988,83223,Daejtez
55,10/12/1993,02633,Homwoci
39,5/16/1989,87753,Kilzazes
65,5/1/1973,24083,Gahdomu
30,8/5/1956,93805,Zikretna
30,3/23/1980,54806,Uwvuhez
65,11/4/1991,42222,Tehporam
31,8/4/1995,00433,Esojohke
36,9/18/2000,07899,Padlewso
60,9/17/1953,64403,Tezlanme
24,11/28/1993,60793,Decjage
19,3/19/1999,76896,Iwibovpal
53,4/17/1966,76702,Zauzuti
20,2/5/1973,50203,Zukcunuv
42,6/12/1996,79954,Gabjufzes
35,11/29/2000,70679,Wizogub
30,1/8/1960,10651,Kenowohel
35,11/24/1973,35628,Vuefuev
27,12/11/1992,53497,Ewolulaz
64,2/8/1958,37805,Etlocuta
38,7/10/1971,80327,Gamopora
47,7/26/1959,57206,Caluspo
47,8/2/1980,62122,Anigazan
59,1/23/1992,05471,Winpeko
30,1/11/1990,18638,Fivever
32,7/11/1976,69938,Ofukusif
56,7/4/1979,09866,Goramu
36,3/4/1962,48641,Fisuza
58,3/28/1984,87446,Lodusko
41,10/16/1990,04892,Orlofjov
59,6/16/1955,58265,Tathuhemi
59,10/20/1958,81721,Ziesapod
45,11/17/1999,87847,Rogvossa
29,7/10/1999,62302,Nohece
29,4/9/1964,90564,Uckemdoj
45,9/7/1978,75184,Lachukfa
41,6/14/1953,96959,Abojgiw
44,3/18/1995,82442,Panudeb
39,11/23/1999,27407,Docozi
59,10/21/1970,35107,Owhazka
30,8/13/1961,60826,Bafamube
19,3/28/1966,40597,Enuvuwmob
19,11/12/1981,68864,Neukjo
48,1/8/1975,32012,Koponal
26,5/25/1993,62551,Mukazo
56,5/8/1976,90326,Kiwwoni
56,8/8/1972,80506,Tulwavcab
57,6/12/1968,98392,Oruecuime
40,9/11/1962,80631,Zouwzo
30,4/16/1983,81079,Helwehhow
47,10/10/1993,61177,Ibejivo
19,10/16/1966,65580,Vocuapi
58,1/26/1976,16372,Rabocip
19,7/31/1963,61073,Alkeho
32,5/28/2000,45612,Muzrigta
49,7/1/1976,79751,Fajesac
61,5/16/1979,36407,Kuhraoh
47,7/7/1988,85053,Mukhuozo
52,2/26/1995,02918,Towofot
43,12/14/1998,53063,Iznumi
45,4/14/1958,79571,Iguhencu
59,7/18/1967,43794,Senotduf
57,12/17/1983,49869,Usivibew
47,12/15/1983,37423,Zechowde
29,10/4/1953,99896,Lomioh
34,1/11/1959,24608,Isezuwa
33,8/28/1958,69122,Niocuno
18,2/23/1964,63779,Saojwi
33,9/7/1979,03232,Icvimtiw
25,11/4/1958,92950,Emamazton
25,12/28/1988,37946,Vonerid
24,3/28/1970,30998,Nemohe
36,6/7/1982,69208,Wadfejno
61,6/13/1987,56307,Wizece
55,12/27/1992,56591,Ifopmu
55,12/30/1962,24463,Piraisi
54,8/25/1966,06231,Cajmepaj
35,10/15/1997,17197,Davodut
31,3/26/1967,11101,Maknijbij
36,1/26/1964,69994,Zusuvgi
29,2/15/1984,21595,Owedazwi
34,11/25/1968,14460,Fojasizuw
46,9/6/1962,64379,Lewako
56,11/1/1989,76027,Ciwatomok
26,9/30/1977,96634,Reifsah
54,3/21/2000,52269,Caegujig
38,7/2/1958,00948,Jabonubo
24,10/20/1987,47012,Cajcamag
40,12/9/1958,53654,Vufegca
52,5/20/1989,08366,Lepbameb
37,11/28/1969,71199,Amodikan
59,6/18/1990,30264,Baitonin
63,5/3/1971,41013,Ildowhek
21,6/19/1974,48075,Kukahsaz
55,9/21/1973,99064,Nakzurov
35,10/20/1997,97377,Gozoupe
57,5/18/1968,33712,Nigbafu
46,11/10/1966,21592,Gogaswa
19,6/13/1992,45467,Farihmej
47,3/18/1966,25336,Inimirim
34,4/21/1972,77876,Hezpajok
47,11/8/1996,27575,Bivtiwe
35,9/22/1967,48412,Odjisa
19,7/15/1960,36734,Musorvo
59,2/25/1958,09966,Uhsaler
33,6/24/1962,11180,Rinjico
28,6/23/1973,31970,Veobatu
56,7/1/1995,28902,Mouvvu
36,8/1/1979,73178,Kohaazi
28,4/30/1980,33386,Poneiv
54,2/18/1991,59997,Seguknul
30,10/8/1962,60972,Wijacesa
25,2/26/1953,66227,Zijozwum
65,7/29/1958,57335,Visakin
54,2/14/1988,68183,Opjegdad
40,3/11/1999,66561,Fimbuka
39,6/26/1991,03997,Jangufuci
22,2/8/1963,09893,Pujtujhur
54,5/19/1988,80793,Novvebor
64,8/28/1987,74679,Wudvebuj
61,4/5/1954,08976,Pomukaz
20,7/12/1974,61397,Befowit
46,10/21/1959,78663,Lomedho
55,6/15/1968,63626,Febsafip
43,4/19/1954,08317,Owuonto
63,3/5/1960,69041,Zimlukrep
45,4/3/1987,14440,Ruhukon
41,7/12/1957,53595,Edusecuso
25,5/15/1982,77111,Bepaknef
64,10/11/1953,30361,Tunignew
60,3/25/1973,58375,Nocotfug
51,7/8/1959,73191,Welusjah
36,11/18/1998,63622,Estidid
31,1/4/1973,74764,Lavtinced
56,5/31/1965,03503,Azbahrag
51,8/2/1997,82643,Abarovi
48,10/27/1972,92962,Dewfokno
65,3/20/1995,94557,Opdinlow
61,2/10/1973,44960,Podargos
61,12/2/1969,40850,Doshoore
45,1/31/1967,69016,Zocgoih
41,6/26/1976,74487,Daitdat
35,10/30/1988,84458,Bammeron
30,6/17/1972,23557,Nimifuj
64,5/2/1976,69488,Kugipub
59,7/15/1983,31069,Belukul
28,5/15/1991,76280,Wehawa
48,11/26/1991,48182,Gahait
65,4/21/1967,65609,Inajasno
18,8/23/1961,63738,Botbeka
49,7/15/1957,25497,Zippilegu
40,3/1/1967,49269,Hiwihik
63,7/22/1989,36274,Woitukuv
62,2/3/1974,76755,Nugokcin
39,1/8/1963,39734,Dirivaga
59,12/29/1962,17405,Fikunezaf
21,7/17/1974,43688,Izwajadi
46,3/29/1975,48946,Mikizi
64,4/25/1970,37858,Vefifeka
54,8/17/1953,27365,Mupriaz
52,1/2/1959,24259,Fivpakizu
30,11/18/1970,24847,Ejsanot
36,8/22/1994,67238,Mowawdo
62,11/17/1985,49423,Facdupe
52,3/21/1996,03927,Vuzvihpe
20,3/28/1979,24133,Esbiud
19,3/12/1993,48716,Rufase
29,12/12/1996,87134,Vocogwe
53,6/6/1957,86919,Lerkute
58,5/10/1994,74829,Vonelhe
35,12/23/1989,59263,Bookabu
40,7/17/1973,07051,Tifmepif
37,6/24/1961,57124,Jedlohir
56,2/7/1987,62320,Moddujuw
40,6/8/1961,94206,Sacvosuv
35,5/27/1966,14974,Degaeju
61,9/4/1968,63844,Ipwari
64,11/15/1973,94251,Efaziwdo
18,6/5/1967,51332,Howepuz
39,12/8/1981,88427,Bemcuwa
40,10/15/1956,65331,Rohpibnet
42,4/6/1972,57478,Hudocaf
56,7/26/1999,85430,Utwavim
42,10/10/1957,99835,Opiwopur
41,7/20/1972,84189,Mogfiswos
46,8/3/1969,40422,Wibufvog
35,9/27/1993,67701,Enojecda
37,4/27/1983,64506,Tedtipeju
59,1/24/1968,23415,Hicojbo
24,1/11/1998,48376,Zojikek
30,7/23/1990,89256,Jeahaep
44,1/2/1973,46994,Pofjegi
43,8/21/1987,95243,Kemobi
54,4/10/1995,19348,Ecoujbe
45,7/23/1983,84107,Zefado
61,12/14/1981,04113,Cofcizu
26,12/29/1973,93623,Feszucla
24,9/12/1992,71629,Ikgiga
39,11/11/1965,85750,Fastuvrad
26,11/30/1985,75864,Peteraj
22,6/19/2000,78028,Opwimluw
40,12/23/1956,84017,Nizuze
49,4/13/1970,32172,Itaojicoh
62,7/30/1992,86277,Akroje
23,3/6/1965,41389,Mipuhbi
42,9/29/1980,65089,Nocmerho
22,12/22/1986,44260,Laccondoh
43,11/25/1964,12338,Hegvipdo
24,2/25/1994,95985,Mirtocur
50,5/5/1994,58062,Caimupe
32,4/16/1990,56483,Gewoku
43,5/6/1979,62482,Jamcuhde
20,1/15/1996,41621,Fimdamdo
42,8/11/1960,49245,Cesateje
33,2/15/1976,16645,Ducipoliz
61,12/9/1992,99643,Dibejho
22,4/29/1961,40852,Vapmuse
51,10/5/1982,00832,Cuupeebu
33,8/21/1966,03429,Vapkudhe
61,9/30/1976,37068,Gesebus
26,11/16/1975,42612,Fupguiko
29,5/6/1996,00110,Jojivagov
43,6/12/1997,05925,Doojke
24,8/6/2000,91387,Jiwsunle
47,12/6/1994,02503,Javipfep
39,9/25/1988,56828,Vuopzol
44,3/28/1973,95475,Roihele
19,4/13/1995,97080,Likwinmi
48,9/5/1998,58477,Rofcupag
57,6/22/1993,23615,Octijem
44,9/21/1974,03334,Juvdojuc
32,4/30/1981,88093,Utifimor
20,5/22/1962,56371,Weruvebe
34,12/5/1983,84677,Dihepi
57,4/23/1962,16616,Objoclu
28,2/2/1954,43394,Wozduvu
28,4/23/1988,99976,Fegebo
56,7/15/1975,78558,Timjigzet
37,2/2/1987,55409,Nitizkug
52,12/17/1985,70484,Jijokme
32,2/24/1994,02429,Sesopfop
46,3/7/1967,29815,Fitozapo
34,5/9/1977,79845,Zasujaz
61,4/1/1975,69626,Jegigzu
52,3/18/1991,59783,Riuzce
52,2/27/1959,31443,Gigocduf
45,8/16/1994,27006,Kuzane
57,1/22/1994,09087,Gojepram
40,3/29/1994,23213,Ehwudi
22,8/1/1972,00554,Jipcokod
20,8/14/1990,30376,Regdokig
34,9/18/1971,46161,Osbapwe
60,4/16/1998,01721,Apejijpa
57,11/12/1974,28026,Jobarliv
52,7/22/1982,88254,Jisipser
23,5/14/1966,82870,Ohomore
20,7/27/1969,82392,Dizjural
39,6/18/1971,48844,Nuunpi
36,8/31/1983,96748,Vehmekba
35,1/9/1969,28144,Liwido
43,5/24/1973,04409,Keojfe
50,6/15/1979,93451,Iwurofit
55,8/17/1968,53499,Uhihutkuk
57,11/17/1988,52748,Dalegbun
46,9/20/1965,56889,Subehuhu
65,2/24/1966,79215,Kedazo
19,2/28/1976,18079,Gugkulde
56,5/12/1968,13611,Ikataag
22,10/27/1953,36260,Avecenhew
18,8/15/1963,68221,Wijsohvev
47,10/7/1963,51574,Fomagfi
52,10/4/1992,84248,Hacnugeca
53,5/11/1984,93195,Bojgipjaz
64,11/14/1980,81172,Onkuwem
43,6/7/1973,69344,Huksiaha
57,6/5/1991,11440,Nisisaf
45,6/29/1959,30071,Riipunut
24,3/1/1971,06527,Biwrubtuj
52,4/12/1966,20412,Huvuado
46,8/5/1997,62202,Wojjoif
62,1/31/1967,12848,Tupmumet
49,5/28/1990,97952,Tacigno
22,10/20/1964,44637,Noabipes
19,12/24/1959,52936,Sulmiuli
37,3/29/1976,52914,Igufovre
25,3/6/1960,32997,Roedmut
55,8/3/1964,21603,Lakezice
51,2/8/1955,25864,Racetah
56,11/2/1953,83102,Calirfo
65,11/3/1998,30033,Hijicev
59,6/21/1996,05726,Bijdatjo
60,7/8/1995,73870,Dijasito
24,5/31/1994,74496,Beitmoc
65,3/6/1990,17383,Pugizdu
49,8/24/1997,61064,Agkeruzi
63,1/21/1981,13937,Guzpujiz
64,8/12/1962,68933,Tiulta
63,7/5/1980,18043,Licvezli
40,8/20/1974,18028,Pamibim
64,1/15/1985,19445,Gavwojuk
28,3/16/1990,94963,Vamunze
23,11/14/1954,06138,Geinpob
44,10/26/1975,64369,Ratonko
30,1/8/1971,69272,Zankosu
43,4/27/1971,83594,Piefpu
24,1/27/1970,82677,Cozgatina
46,11/17/1987,51858,Biemaovo
38,12/14/1967,30953,Inguzo
25,3/7/1993,86274,Mogzujido
57,9/9/1988,71786,Pasaah
37,10/10/1953,50389,Ridcaso
32,2/16/1972,44691,Jiwpihe
36,5/7/1986,20852,Lofapin
63,3/18/1953,43964,Cozvopik
19,3/4/1973,94351,Cupbutze
19,9/2/1977,26511,Habaumu
57,4/26/1959,16613,Alajofuf
31,6/19/1973,30343,Rimjosu
23,3/29/1994,13823,Suuduzok
43,12/18/1975,72813,Himaci
36,7/27/1996,11183,Riloreka
42,10/30/1964,73359,Ruhiwba
22,1/11/1993,66513,Reuwkog
24,4/16/1999,53312,Huggadu
56,6/30/1985,88384,Fuptatkav
51,1/28/1959,23030,Huvkiwel
46,1/5/1954,22953,Arbavsu
37,7/21/1964,45934,Uhedaug
20,8/4/1962,33817,Sefnafgel
47,12/31/1953,45951,Fakpumdol
58,6/17/1955,22498,Famacbo
57,5/12/1983,92191,Doloripu
35,1/15/1969,95589,Gelcevi
26,8/2/1997,96876,Nuciwwiz
26,2/6/1983,14061,Happouro
63,8/26/1965,45527,Pecezwe
60,8/22/2000,85605,Vukdidoj
47,4/8/1967,44141,Gakwihu
37,11/10/1999,82021,Nuutupe
55,11/6/1961,83100,Jeusipoc
38,9/8/1965,51736,Marjizsoz
20,1/1/1954,26259,Tipolne
34,12/5/1953,10979,Mepieja
59,1/18/1982,48634,Peguthu
58,3/5/1995,69845,Muriso
60,3/12/2000,20222,Dugavo
18,12/7/1953,02164,Bafuhise
63,8/24/1992,55258,Sutheor
62,12/29/1991,41476,Fosibini
52,11/2/1984,97520,Liraloeva
53,8/11/2000,48619,Kiciruje
46,3/7/1956,40630,Erogera
28,7/15/1986,06135,Dodgodek
45,10/3/1970,04763,Peftamci
63,10/27/1987,44759,Ejozomi
20,1/14/1959,81488,Kekope
36,8/5/1978,96281,Mareuj
41,3/25/1999,45336,Iksoeh
27,10/29/1963,30060,Mimipa
51,5/15/1983,89799,Pilolari
61,11/4/1962,67867,Dubuwbet
31,10/2/1997,78760,Venalna
20,5/25/1969,42534,Ebudugtu
18,7/6/1954,66151,Goksupbez
24,8/28/1975,00633,Kawfamid
27,11/10/1988,10838,Depgucur
25,4/27/2000,93259,Sabotu
61,4/25/1998,28384,Howjuhij
62,2/14/1993,98834,Ijipebo
27,7/22/1979,79282,Juisaug
53,8/19/1963,19129,Zonhuzuw
32,10/4/1992,69295,Havotora
47,9/14/1959,05303,Bipzejis
53,4/1/1963,22159,Atwakap
43,3/11/1975,07053,Saepmup
44,6/29/1953,21311,Keepge
62,9/6/1983,29913,Kokhozfof
47,1/17/1979,31785,Fevelog
49,5/13/1961,34890,Fiifeman
22,9/1/2000,92723,Ugkiwji
34,3/22/1977,03682,Owolupik
65,9/3/1985,96285,Balhohhiv
34,11/9/2000,77629,Wovaweomo
21,8/28/1969,78835,Defenilo
44,12/9/1998,29146,Vehopij
51,3/5/1990,06288,Fotraju
33,7/27/1966,66115,Innamij
22,11/10/1979,84672,Ibojora
30,10/21/1966,86005,Vilteifi
39,7/24/1989,92082,Zilowneh
53,5/4/1996,57465,Zacverme
45,10/7/1986,80404,Vebnamvu
49,1/22/1982,63706,Opzamsic
31,9/7/1998,63828,Mifrawdar
19,10/4/1960,68613,Cecoucu
54,8/31/1974,11090,Tubrumog
54,10/20/1958,54851,Jetufive
36,10/22/1976,02849,Susisu
55,1/9/1999,14328,Ninzicu
33,5/19/1996,69736,Tosvuesa
64,5/15/1979,40538,Koholam
33,3/10/1976,20722,Gibogula
64,8/14/1983,96199,Mipfesvin
25,1/3/1957,02827,Aciozjo
36,8/5/1963,04107,Javputef
44,1/22/1989,18259,Wofunneb
58,6/26/1960,42375,Naodarib
23,1/5/1973,32207,Cudmasa
55,11/21/1957,64245,Capinop
38,1/28/1974,87341,Tuvvuluz
55,7/15/1989,02129,Wamhovwal
34,9/21/1966,00123,Wilura
56,11/13/1993,40804,Cukapla
41,9/11/1996,60241,Kogwuzej
50,12/2/1985,60834,Ijiempim
37,9/7/1993,39145,Peefrog
53,10/30/1956,97537,Owbowjus
36,8/17/1961,12787,Nekmirida
41,10/14/1979,22757,Wacwotgof
59,12/10/1991,69059,Setmurdun
24,11/9/1959,66502,Vufmerte
23,2/23/1988,22715,Mookieze
62,10/31/1984,14842,Bujajhej
47,4/15/1970,64155,Goraeh
55,8/27/1974,68783,Unulefog
19,1/1/1996,72349,Laogepi
59,8/31/1988,41801,Cicmutile
27,9/1/1998,67072,Ehoehge
21,8/14/1994,77271,Visuleba
21,3/28/1987,60928,Hifacaz
48,8/25/1980,27621,Ewpovwak
45,11/17/1955,90759,Ademeov
55,4/11/1966,01724,Kizpofjic
21,1/18/1989,41741,Tivihid
35,4/23/1973,37472,Felatsij
19,11/15/1976,08668,Febkecad
33,11/8/1990,60164,Duwucoz
48,11/17/1998,51898,Ihoatzif
57,10/23/1976,58887,Jedobej
36,3/21/1964,28161,Hidvaev
25,11/13/1996,03466,Igotizu
18,8/4/1980,40146,Gunaplu
56,10/8/1998,16557,Tigemlip
65,11/22/1970,39680,Mituwfog
60,7/10/1965,42915,Foforsok
58,10/11/1986,74088,Ocutubab
43,12/20/1991,15558,Ekihepu
36,11/26/1972,16679,Usurekgu
34,6/10/1968,98805,Hazaju
23,9/12/1963,03470,Aneohlez
61,7/20/1976,35796,Otapujne
32,3/1/1985,50918,Inbirki
19,3/23/1968,78632,Obaikkeh
48,10/20/1971,04001,Bevifog
64,10/26/1968,65195,Nedbegbap
40,12/19/1976,78131,Curzize
27,11/23/1990,64587,Dehejwu
65,1/31/1975,13199,Etuheoju
40,4/9/1981,16692,Vadacov
56,9/6/1992,38126,Dobesles
21,4/2/1968,30243,Urteszo
19,7/13/1979,18874,Midisaaj
27,2/4/1975,70661,Bumifu
49,7/8/1957,97051,Tilmevih
29,5/6/1978,08891,Mudirco
18,3/9/1961,71373,Ohgoed
41,7/26/1954,64097,Luhino
44,9/29/1964,33173,Sogzaud
32,4/12/1985,17023,Puhizi
28,8/23/1959,44228,Kehipruv
57,6/20/1953,71665,Elcibmik
56,2/13/1996,95416,Wewmimwag
34,11/15/1969,75010,Wajbepaj
52,9/5/1961,27051,Juviwpe
18,1/25/1953,43241,Positis
47,2/7/1961,16603,Jevbodig
60,11/17/1965,46489,Dajzutu
25,3/3/1989,38740,Lajapu
49,4/15/1988,78612,Urzine
59,7/18/1956,57656,Husatcof
43,11/18/1983,45975,Rotopir
44,8/21/1979,56033,Wostilip
18,9/29/1966,37796,Geobeuvo
63,10/10/1965,31179,Homkirzo
19,7/18/1963,88753,Repatgu
37,10/18/1995,49607,Igufurek
38,8/19/1962,93452,Wuipeahu
64,3/19/1981,32642,Rojkuzvo
44,6/27/1971,69021,Tampije
64,5/24/1956,92619,Sizenag
41,7/31/1988,61691,Gitginka
22,10/15/1980,09008,Cukwehoj
64,12/27/1980,38895,Rolkazfok
45,12/25/1998,46383,Luuvanur
63,11/20/1954,29662,Urfefe
23,6/28/1962,82795,Zimoruciw
55,1/13/1973,81927,Foikza
24,2/12/1979,82838,Esipuzre
42,5/16/1992,17049,Telgoduno
31,12/16/1970,11925,Zujonod
20,6/15/1965,43860,Esaapgiv
27,6/25/1957,77833,Egnettum
18,10/31/1997,37035,Jituwseg
25,1/3/1998,43938,Uvunoru
42,1/28/1956,55317,Olivenar
26,1/12/1993,52469,Abegavur
58,2/18/1991,21711,Jehpupem
41,3/9/1956,77294,Utrupuv
37,12/23/1979,00729,Hapbufkoz
62,3/3/1997,20730,Aceihgaf
38,7/29/1960,93375,Ifmecgah
36,9/3/1998,71671,Buetive
36,11/4/2000,44455,Picuegu
50,8/14/1956,57970,Dathogi
55,7/19/1980,17779,Moczozevi
26,10/2/1975,15928,Acuasje
48,5/5/1977,22398,Kafiwizar
36,7/10/1990,16253,Kobiori
29,10/1/1982,89243,Cetsovfu
27,9/20/1982,63912,Girtopubo
63,4/10/1978,79116,Femwuwe
29,6/7/1980,79589,Vumhaju
54,4/23/1979,88383,Gingokut
39,1/2/1961,73791,Ewinojef
59,11/13/1979,62827,Tipireho
59,4/12/1962,85331,Wevazbuh
48,7/2/1959,63345,Sarubfu
35,2/19/1984,65895,Guhumfin
43,3/14/1965,55431,Wojowveh
36,7/16/1961,16852,Dentucga
42,5/20/1982,33957,Honbanalu
57,7/21/1961,12806,Nuwoput
51,6/30/1988,11940,Sobuhta
29,6/8/1989,28030,Tafuis
55,12/24/1957,89643,Muntazir
18,9/14/1967,35765,Wacusu
53,2/14/1998,40593,Hikumhe
63,12/6/1985,82018,Uwiguglag
31,10/15/2000,84023,Mafhegeg
44,7/23/1978,01888,Hihani
53,10/5/2000,08393,Mubgocca
49,11/15/1999,83485,Unebalsa
38,10/13/1978,06946,Luswufa
48,9/24/1974,61061,Nefofi
57,5/5/1999,67258,Juswazub
23,9/28/1956,18878,Mehrowda
24,10/7/1967,81082,Kegvetu
48,5/23/1959,43734,Cidaltod
27,2/20/1959,25110,Birzegi
41,9/3/1994,93101,Ijkewoh
55,8/19/1960,82400,Eciwfo
44,12/29/1990,07448,Jalbizoj
26,11/24/1977,77909,Tiuhri
44,7/7/1984,68256,Ahzenvu
37,2/22/1967,66190,Beenahen
33,2/28/1968,37948,Saptuzmo
50,11/18/1983,87485,Bomogwik
28,1/6/1994,83750,Juwpisje
39,11/3/1984,55134,Zolibol
51,8/1/1987,50869,Avimuco
47,12/17/1964,74544,Cuhcoki
21,9/15/1979,75672,Nenzuifo
53,10/22/1958,35375,Gozigrib
54,8/18/1965,99426,Cumewe
62,9/22/1996,77509,Fadagva
33,12/22/1963,87171,Zejeza
64,2/20/1977,27830,Enejgi
60,9/7/1989,64758,Himhatlav
19,6/8/1998,35203,Kuzretdip
45,10/27/1963,78413,Weojko
62,8/15/1954,80936,Hoosro
36,6/26/1966,52032,Abiigici
56,8/25/1980,32315,Pugabi
46,11/30/1973,25490,Pihuvu
20,9/21/1966,75898,Diamit
52,6/1/1986,79633,Holjopoc
50,1/13/1989,08056,Elojovib
65,1/29/1985,76491,Hufubow
59,1/26/1967,23584,Bunsavjak
39,7/29/1973,20418,Rabigra
62,11/8/1973,63319,Hurtugpi
51,2/17/1980,74749,Sumakew
33,4/19/1990,50676,Lutiseh
38,7/8/1977,70921,Adojepe
43,3/15/1986,70369,Jugjopi
65,4/11/1976,93005,Ciksipuc
63,1/28/1996,68477,Aliekupuz
20,11/3/1967,55457,Zultuztuf
58,7/11/1982,95950,Kidotaz
46,10/12/1962,55322,Dukkozi
35,12/18/1988,75124,Ovkaac
18,8/22/1962,98672,Cogitveh
42,9/5/1964,69647,Suiswal
21,2/24/1991,87624,Diraniac
38,1/8/1976,31485,Cuezekam
25,4/1/1958,45647,Subuzib
49,9/28/1995,04708,Ufiaminu
32,11/19/1968,73573,Voecibu
25,9/10/1965,61279,Ownapek
18,2/23/1969,50063,Borjeuta
50,11/29/1974,86173,Tafiboja
40,8/19/1966,90741,Jepnenmup
35,10/23/1991,79708,Momcemhum
53,7/20/1992,87223,Nufukok
40,6/25/1984,32538,Wuhaav
21,9/17/1991,61041,Ufzesi
34,6/14/1967,58183,Kuagdu
31,1/9/1978,66429,Ezjeine
48,3/24/1973,75479,Adavtul
62,11/12/1997,44923,Kazferer
53,9/20/1996,33138,Bobufoc
39,6/5/1991,92011,Kosjecgi
57,4/30/1998,53370,Hadaepa
53,3/26/1983,84253,Dilasvu
35,5/17/1969,44354,Ogealge
45,2/6/1974,36740,Soitane
37,12/14/1970,96919,Vojsajur
60,11/23/1965,96935,Ridurkup
30,1/14/1978,00710,Jashijpow
64,6/7/1985,89665,Tamemif
45,2/8/1997,53031,Nipooh
57,5/28/1965,86403,Wowdolifo
19,8/7/1968,13962,Fanehdu
64,9/23/1970,96922,Zaguki
54,10/3/1967,48790,Zapinac
60,1/28/2000,63206,Nowoab
64,6/17/1969,59271,Peruzji
22,11/17/1994,11055,Gafobo
61,11/10/1970,60083,Cinaifa
26,3/16/1982,63405,Tucbibki
47,2/23/1962,51972,Bakioca
45,5/10/1986,91387,Wozbewik
44,1/25/1954,47761,Dedsuro
58,6/27/1995,35434,Bacmehzoc
40,2/21/1997,49356,Ezuarbo
65,11/13/1994,21688,Padaptop
65,8/15/1959,25114,Kubagji
33,5/1/1997,57261,Remokow
48,4/28/1956,90147,Atufefak
43,1/24/1982,72381,Tokoncis
21,5/3/1956,42361,Cuolcic
26,6/30/1976,89301,Fizgina
60,3/2/1988,34901,Kaagtuw
41,11/4/1957,38329,Vubuwjok
43,4/20/1959,29678,Fopuze
62,6/1/1960,33748,Isuabver
49,1/2/1982,85317,Bolumi
21,7/15/1960,86563,Jakagopo
35,2/11/1976,07864,Oleelera
26,7/3/1993,87341,Covancav
26,11/10/1957,42240,Cofashi
29,12/19/1998,31956,Aljehi
27,11/26/1960,12343,Omibisah
27,1/21/1990,46034,Ketjihopa
38,5/21/1998,61953,Watrotag
37,4/11/1959,03462,Himhobo
63,6/5/1953,46182,Zaccopon
48,12/21/2000,45513,Ripudtof
36,3/1/1977,25339,Wimaboc
57,9/10/1987,08928,Pojarmug
24,4/30/1969,39113,Giwgemo
59,4/14/1987,24851,Galigow
44,1/14/1962,08676,Vuanru
62,5/25/1971,16803,Wusupde
32,2/6/1968,03716,Nidavja
42,6/21/1974,56637,Mujnushiw
59,12/16/1987,87108,Lujdakweb
45,11/21/1994,07667,Mepopebo
59,5/31/1985,81334,Jowuhdes
41,3/26/1983,79715,Nulamnoj
50,12/6/1953,35933,Owiluddag
59,6/2/1968,18356,Habolle
47,6/9/1975,79390,Bubrisvu
44,4/28/1967,74747,Mudboobe
43,3/3/1979,15791,Nosibodi
61,11/24/1992,12669,Ufbovud
58,9/13/1967,73702,Dutumum
21,2/20/1956,13301,Wumpanji
42,3/18/1989,89778,Tebega
47,7/21/1977,16948,Tugnera
49,9/24/1964,93894,Zobniel
19,6/15/1994,51105,Ihotoig
43,12/11/1995,52749,Saezjo
38,4/2/1984,78780,Togcetwus
39,11/20/1965,51636,Mujeka
57,1/11/1998,13617,Vuscaev
62,7/13/1987,96337,Jowloub
38,11/28/1957,05336,Gijusimo
47,9/1/1966,64650,Novpinih
32,9/13/1969,23573,Dozudri
47,2/25/1982,95671,Wilbawwat
40,3/8/1995,26281,Timzeha
58,4/12/1980,84276,Hovugil
24,12/12/1980,37288,Ruzatnid
47,12/14/1993,53235,Uhifidacu
46,6/16/1993,20032,Webedo
25,1/1/1959,22898,Docfazil
41,3/3/1983,63579,Jecwofuv
26,12/9/2000,41505,Suarifu
25,5/23/1958,36731,Nogoheb
58,5/17/2000,45234,Gipuufe
38,4/14/1995,03869,Ifojiboj
40,2/9/2000,21661,Zetico
53,4/14/1968,04401,Ergeboga
61,10/20/1962,86217,Edofali
62,10/18/1963,74049,Mugafitol
20,12/19/1981,40144,Wijupukat
41,10/20/1959,32608,Gesuda
63,10/19/1999,00229,Parjewod
32,7/3/1985,88342,Ceveshu
55,11/7/1984,38113,Anfevhi
18,9/20/2000,66693,Ladbuwu
35,7/1/1979,96594,Hozlecu
39,11/26/1994,96863,Fofazem
63,8/7/1955,22367,Bufozuj
32,2/22/1972,90437,Guifom
29,11/3/1967,41145,Ejfote
35,11/12/1997,76074,Zuvfubtot
45,10/10/1992,49022,Caerdi
51,5/24/1961,63052,Vujipfi
40,11/27/1957,50149,Komojal
61,5/28/1957,46953,Bopevita
36,9/8/1998,31621,Nofijimac
32,6/14/1996,06124,Dedutej
57,12/26/1956,45037,Zelebwu
40,10/31/1982,87132,Vizeob
28,3/7/1991,50202,Nigheja
41,10/26/1963,76592,Denvijce
50,11/24/1963,69588,Burejavu
46,7/30/1975,68883,Hawvonin
54,3/24/1961,01920,Veldiwfob
47,1/9/1960,00886,Raglejiz
35,12/31/1993,45413,Wemetde
52,4/20/1972,61380,Pihvizla
43,4/28/1986,27041,Monohmes
